structure,freq,,nums
L7D2L8,2.20512E-06,,1
L11D3L3,2.20512E-06,,1
L5S1D1L4,2.20512E-06,,1
L10D1L2D1L2,2.20512E-06,,1
D3L8D7,2.20512E-06,,1
L3S1D2L2S1L2S1L6,2.20512E-06,,1
L6S1L3D5,2.20512E-06,,1
L3D1L8S1D2,2.20512E-06,,1
D8L1D3L1,2.20512E-06,,1
L5D4L3D4,2.20512E-06,,1
L1D5L1D3,2.20512E-06,,1
L2D2L1D3L2,2.20512E-06,,1
D1L5S1L4,2.20512E-06,,1
L5S1D2S1L4,2.20512E-06,,1
L5D1S1D2S1D2,2.20512E-06,,1
D1L10D2,2.20512E-06,,1
L17D1L1,2.20512E-06,,1
L2D1L1D1S1,2.20512E-06,,1
L2D3L1D4L3,2.20512E-06,,1
L2S1D9,2.20512E-06,,1
S1L2S1D1S1L12,2.20512E-06,,1
L9D1L7,2.20512E-06,,1
D1L1D1S1L3D1,2.20512E-06,,1
L1D1L8D2S1,2.20512E-06,,1
S1D4L5S1,2.20512E-06,,1
S1L1D1L1D1L1D1L1S1D1,2.20512E-06,,1
L9D5L3D1,2.20512E-06,,1
S2D3L1,2.20512E-06,,1
L6S1L1S1D1,2.20512E-06,,1
L2D3L11,2.20512E-06,,1
L5S1L2S1D1,2.20512E-06,,1
L3D3L10,2.20512E-06,,1
D4L7S2,2.20512E-06,,1
L6D3S1L2D2,2.20512E-06,,1
D2L4D2L5,2.20512E-06,,1
S1L1D2L2,2.20512E-06,,1
L2D2L2D1L1D1L1D1,2.20512E-06,,1
S1L2D1L1D1S1L1D1L1,2.20512E-06,,1
L1D1L1D2L1D1S1,2.20512E-06,,1
L1S1L1D1L2S1L2D1,2.20512E-06,,1
L5S1L7S1L3S1L2,2.20512E-06,,1
L1D2L3D3L1D1L2D1,2.20512E-06,,1
L3D1L1D2L1D1L1,2.20512E-06,,1
L1S1L4D1L2D1L1,2.20512E-06,,1
L1D2S1L2D2,2.20512E-06,,1
L2D2S2,2.20512E-06,,1
L6D3L3D2L4,2.20512E-06,,1
L1S1L1S1L3D5,2.20512E-06,,1
L2D3L3D3L1,2.20512E-06,,1
L1D1L1D1L3D1L4,2.20512E-06,,1
L9D2L7,2.20512E-06,,1
L3D4L6D1,2.20512E-06,,1
D1S1L10,2.20512E-06,,1
D2L2D1L3D2,2.20512E-06,,1
L1D1L1D2L2D2L1,2.20512E-06,,1
D1L3S1D1,2.20512E-06,,1
L11S1D4,2.20512E-06,,1
L1S3L2D1L2,2.20512E-06,,1
S2L1D2S2,2.20512E-06,,1
D2L5D1L1D1,2.20512E-06,,1
D1L1D4L2,2.20512E-06,,1
D1L4D1S1D1,2.20512E-06,,1
L1D4L7S1,2.20512E-06,,1
S1L4D2L2,2.20512E-06,,1
L3D2L1D1L1D3,2.20512E-06,,1
D6S2L3,2.20512E-06,,1
L2D2L2D4L1,2.20512E-06,,1
L9D9,2.20512E-06,,1
L2D1L2D1L2S1D1,2.20512E-06,,1
L17S1L3,2.20512E-06,,1
D1L1D1L2D1L1D2,2.20512E-06,,1
D1L2D2L1D1L2D2L1,2.20512E-06,,1
S1L3S1L7D1,2.20512E-06,,1
L1S1L3S1L1D1L4S1,2.20512E-06,,1
D1L4S5,2.20512E-06,,1
L3S1L2S2D4,2.20512E-06,,1
L2D1L2D1L1D1L1D1L3,2.20512E-06,,1
L1S1D1L3,2.20512E-06,,1
D1L3D2L2D1,2.20512E-06,,1
L2D5S1D1,2.20512E-06,,1
L1D1L1D4S2,2.20512E-06,,1
L4D1L4D1L5,2.20512E-06,,1
L7S1D8,2.20512E-06,,1
D1L2D2L3D1,2.20512E-06,,1
D1L2D1L1,2.20512E-06,,1
D12L2,2.20512E-06,,1
D1L3D1L3D1L2,2.20512E-06,,1
D2L1S1L3,2.20512E-06,,1
L6S2D3S1L1,2.20512E-06,,1
D1S1D5,2.20512E-06,,1
D1L2D1L1D1L3D1L4D1,2.20512E-06,,1
L3S1L3D1L3,2.20512E-06,,1
S1L4S1L3,2.20512E-06,,1
L12D1L3,2.20512E-06,,1
D2L8D1L2,2.20512E-06,,1
L2D2L4D1L2D1,2.20512E-06,,1
L8D2S1L2,2.20512E-06,,1
D2L2D1,2.20512E-06,,1
L10D3S1D2,2.20512E-06,,1
L1D1L1D1L4D2L1D1,2.20512E-06,,1
L3D1L2D1L3D1L2,2.20512E-06,,1
L1D2L3D1L5D3,2.20512E-06,,1
L1D1L2D1S1,2.20512E-06,,1
D2L3D2L3D2L3D2L1,2.20512E-06,,1
L1S1L1S1L8,2.20512E-06,,1
D3S2L3S2L2,2.20512E-06,,1
D1L1D2L2D1L4,2.20512E-06,,1
D1L2D2,2.20512E-06,,1
L2S2L3S1,2.20512E-06,,1
L1D1L1D1L1D1L1D1L5,2.20512E-06,,1
L4S1L1D1L1D1L1D1,2.20512E-06,,1
D1L4D2L4,2.20512E-06,,1
L6S2L6,2.20512E-06,,1
L11D4L5,2.20512E-06,,1
D3L10D3,2.20512E-06,,1
L1D2L1D2L1D3,2.20512E-06,,1
L1D5L1S2,2.20512E-06,,1
D1L3D1L4S2,2.20512E-06,,1
D1L8S1L3S1D1,2.20512E-06,,1
L1D1L1D1L2D1L5D1L1D1,2.20512E-06,,1
L1D4L1D1L2,2.20512E-06,,1
L4D1L2D1L1S1,2.20512E-06,,1
L1D1L3D1L5D2L2D1,2.20512E-06,,1
L2S1L2S1,2.20512E-06,,1
L1D1S1L1D1L2D1,2.20512E-06,,1
L1S1L1D1L3D1L1,2.20512E-06,,1
L6D6L2,2.20512E-06,,1
L1S1L1D2L3,2.20512E-06,,1
L3S1D1L2D1,2.20512E-06,,1
D7L4S3,2.20512E-06,,1
L2D1L1D6,2.20512E-06,,1
L3D1L1D1L1S1,2.20512E-06,,1
L4S1L4S1L3S1L5,2.20512E-06,,1
L2S3L4,2.20512E-06,,1
L6D2L2D4,2.20512E-06,,1
L3S2D3S1L2S1L3,2.20512E-06,,1
S1L4S1L4S1D1,2.20512E-06,,1
L4D1L1S2L3S1L2,2.20512E-06,,1
D1L1D1L1D1,2.20512E-06,,1
L2D1S1L2D1S1,2.20512E-06,,1
S1D1L11,2.20512E-06,,1
D3L4S1L4,2.20512E-06,,1
S1L2D3S1,2.20512E-06,,1
L6D4L7,2.20512E-06,,1
D3L3D1L1D1,2.20512E-06,,1
L1S1L3D1L3,2.20512E-06,,1
L8S1L9,2.20512E-06,,1
L3D2L4D2L2,2.20512E-06,,1
L3D3L2S1D1,2.20512E-06,,1
L2D1L6D1S2,2.20512E-06,,1
D1L3S2D3S1L5,2.20512E-06,,1
L4S1D1L1,2.20512E-06,,1
S1L2S1L2,2.20512E-06,,1
L13D1L1D1L4,2.20512E-06,,1
L9S1L4,2.20512E-06,,1
L6D3S1L2S1,2.20512E-06,,1
D1L2D1L1D2L5D1,2.20512E-06,,1
S1L2S1D1L2D1L4,2.20512E-06,,1
L1D2L1D2L1D2L1D2L1D1L1D2,2.20512E-06,,1
L1D1L1S1L2S1L4,2.20512E-06,,1
L1D4L1D4L1D2,2.20512E-06,,1
L3S1D1S1D4,2.20512E-06,,1
L1S1D1L4,2.20512E-06,,1
L3S1L3S1L5S1L3,2.20512E-06,,1
L12D5,2.20512E-06,,1
L9S1D3S1,2.20512E-06,,1
L2D1L1D1L3D1L2D3L1D1L1D1L1D1,2.20512E-06,,1
L6D2L4D2,2.20512E-06,,1
L1D2L1D1S2D2L3,2.20512E-06,,1
L1D1L9D1L3,2.20512E-06,,1
L5D1L4S1L3S1L4,2.20512E-06,,1
L2D1L1D2L1D1L2D2,2.20512E-06,,1
L5S1L2S1L5S1L2S1L1,2.20512E-06,,1
D4S1L1D2,2.20512E-06,,1
S1D2L6S1,2.20512E-06,,1
S1D1L2D4,2.20512E-06,,1
D1S1D2S1D1,2.20512E-06,,1
D2L4S1L1,2.20512E-06,,1
L1D1L1D1L1D1L1D1L1D1L1D2,2.20512E-06,,1
S1L1S1L7D2,2.20512E-06,,1
L2D9L5,2.20512E-06,,1
L3D2L10D1L1D1,2.20512E-06,,1
L1D1L2D1L1D1L1D1L1,2.20512E-06,,1
L13S1D1,2.20512E-06,,1
L1D1L2D1L2D1L7,2.20512E-06,,1
L3D3L2D2L3D1,2.20512E-06,,1
L2D6L5,2.20512E-06,,1
L1S1L5S1L6S1L5,2.20512E-06,,1
L8D4S2,2.20512E-06,,1
D1L2D1L3D1L2,2.20512E-06,,1
D4L1S1L1D2,2.20512E-06,,1
S3L4,2.20512E-06,,1
S1L2S1L15S1L2S1,2.20512E-06,,1
L1D1L1D3L1D4L1,2.20512E-06,,1
L6S3D4,2.20512E-06,,1
L5S1D2L6,2.20512E-06,,1
L8D6L7,2.20512E-06,,1
L2D3L1S1,2.20512E-06,,1
D5L4S3,2.20512E-06,,1
S2L2S3,2.20512E-06,,1
D1L2D1L1D1L1D2,2.20512E-06,,1
S2L3D5,2.20512E-06,,1
L5D1L1D1L6,2.20512E-06,,1
D1L3D2L2S1,2.20512E-06,,1
D1L1S1D1L2D1,2.20512E-06,,1
L6S1L5D3,2.20512E-06,,1
L5D1L4S2D3S1L6,2.20512E-06,,1
L1S1L1D1L2S1D1,2.20512E-06,,1
D4S1,2.20512E-06,,1
L5S1L3D4S1L5S1,2.20512E-06,,1
L4S2D3S1L4,2.20512E-06,,1
L2D1L1S1L2,2.20512E-06,,1
D1L1D3L4D1,2.20512E-06,,1
L3S1L4S1,2.20512E-06,,1
L3D2L3D1L3D2,2.20512E-06,,1
L1D2L1D2L2D2L1,2.20512E-06,,1
L1D1S2L3S1L6,2.20512E-06,,1
L1S1L2D1L1D1,2.20512E-06,,1
L4S1D2L4,2.20512E-06,,1
L2D5L10,2.20512E-06,,1
L4D4L4D4L4,2.20512E-06,,1
L7D5L1,2.20512E-06,,1
D4L1S1,2.20512E-06,,1
L6S1L5S1L3,2.20512E-06,,1
D1L1D1L1D1L15,2.20512E-06,,1
L7D2L7D2,2.20512E-06,,1
L7S1L3S1L6,2.20512E-06,,1
L6S1L3S1L1S1L3S1L1,2.20512E-06,,1
D4L4D1L1,2.20512E-06,,1
S1L1D2S1L3S1L2S1D2L3,2.20512E-06,,1
S2L4S1L3S2L4S1,2.20512E-06,,1
L3S2D3S1L5,2.20512E-06,,1
D2L5S1D4,2.20512E-06,,1
L7S1L5S1D2,2.20512E-06,,1
D1S1D2S1D2L2,2.20512E-06,,1
D2L1D1S1L4S1L1S1,2.20512E-06,,1
D4L5D5,2.20512E-06,,1
D1L6D1S1,2.20512E-06,,1
L1D7L8,2.20512E-06,,1
D1L5D3L1D2,2.20512E-06,,1
D1L3D1L3D1L1D1,2.20512E-06,,1
L3D1S2,2.20512E-06,,1
L4D1L1D1L1D1L2D1L1,2.20512E-06,,1
L13S1L6,2.20512E-06,,1
L13D7,2.20512E-06,,1
D1L4S1D2,2.20512E-06,,1
L1D1L1D1L5D1L2D1L1,2.20512E-06,,1
L7D1L1D1L1D1,2.20512E-06,,1
L3S1L2S1L1D1,2.20512E-06,,1
D4L11D1,2.20512E-06,,1
L3D2L2D2L2,2.20512E-06,,1
L7D2L7D1L1,2.20512E-06,,1
L1S1L6D2L1,2.20512E-06,,1
D3S3L1,2.20512E-06,,1
L2S2L3D2,2.20512E-06,,1
L2S1L3S1,2.20512E-06,,1
L7S1L4D1,2.20512E-06,,1
L1D1L2D2L1D1L2D2,2.20512E-06,,1
L2D1L4D1L5D1,2.20512E-06,,1
L4S1L3S1L1D1L1,2.20512E-06,,1
L4D2L4S1,2.20512E-06,,1
L1D1L2D1L2S2L3S1,2.20512E-06,,1
L10D2S1L3,2.20512E-06,,1
L1D3L6D2L1D1,2.20512E-06,,1
L2D1L1D1L2S1,2.20512E-06,,1
L8S1L3S1L5D1,2.20512E-06,,1
L11S1L8,2.20512E-06,,1
L4S1L3S1L5D1L2,2.20512E-06,,1
L1D3L1D1L5D1L5,2.20512E-06,,1
L3D1L1S1L1S1,2.20512E-06,,1
L7D3L6,2.20512E-06,,1
L2S1L3S3L3,2.20512E-06,,1
D2L2S1L1D2,2.20512E-06,,1
S7L3S3,2.20512E-06,,1
L2D4S1L4,2.20512E-06,,1
L6S1L2S1,2.20512E-06,,1
S2L1D1L3,2.20512E-06,,1
L3D1L1D1L1D1L1D2,2.20512E-06,,1
L3D3L9,2.20512E-06,,1
L5D3L1S2,2.20512E-06,,1
D2L2D4L3,2.20512E-06,,1
D1L4D3L1,2.20512E-06,,1
L2S1L3S1L2S1L3S1L2S1,2.20512E-06,,1
L1D1L1D4L3,2.20512E-06,,1
L8D1S1L3S1L3,2.20512E-06,,1
L1D2L1S1L2D2,2.20512E-06,,1
L1S2D3S1L14,2.20512E-06,,1
L1D1L1D1L1S1L1D4,2.20512E-06,,1
L1D3L1D2L1D1,2.20512E-06,,1
L5D3L3D3L1,2.20512E-06,,1
L1S1L1S1L6D1S1,2.20512E-06,,1
L4D3S1L1D1,2.20512E-06,,1
L6D1S2D3S1,2.20512E-06,,1
L2D2S1L1D2,2.20512E-06,,1
L8D3L8,2.20512E-06,,1
L7S2L3S1,2.20512E-06,,1
D1L1D1L4D3,2.20512E-06,,1
L5D5L6,2.20512E-06,,1
L6S1L8,2.20512E-06,,1
D1L1D1L2,2.20512E-06,,1
D4L3D1L1,2.20512E-06,,1
L3D3L1D2L4,2.20512E-06,,1
L2S1,2.20512E-06,,1
L2D4S1D1,2.20512E-06,,1
L3D4L2D1,2.20512E-06,,1
L4D1S1D6,2.20512E-06,,1
L8D3L2,2.20512E-06,,1
L4D3S1D4,2.20512E-06,,1
D4L3S1L4,2.20512E-06,,1
L1S1L4S1L4D1,2.20512E-06,,1
L1S3L1D1L1S1L3S1,2.20512E-06,,1
L1D2L1D2L3D1,2.20512E-06,,1
L9S1L4D2,2.20512E-06,,1
D2L7D2L9,2.20512E-06,,1
L3D2L1D5,2.20512E-06,,1
D1L1D2L10,2.20512E-06,,1
L13D6,2.20512E-06,,1
D4S1L4D2,2.20512E-06,,1
L2S1L2S1D2,2.20512E-06,,1
D9L7,2.20512E-06,,1
S1L13D2,2.20512E-06,,1
L11D4L1D2,2.20512E-06,,1
L1D1L1D1L1,2.20512E-06,,1
L1D1L2S1L1D1S1,2.20512E-06,,1
D5L3D3,2.20512E-06,,1
L3S1L3S1D1L2S1,2.20512E-06,,1
D1L1D2L2D2L1D2,2.20512E-06,,1
D1L3D1L1D2L1,2.20512E-06,,1
D1L13D2,2.20512E-06,,1
L5D2L4D1L1,2.20512E-06,,1
L1S1L1S1L2D2,2.20512E-06,,1
L7D2L9,2.20512E-06,,1
L3D3L3D2L2S1D1L4,2.20512E-06,,1
D1L7S1L2,2.20512E-06,,1
D2L2D2L1D4,2.20512E-06,,1
D4S1D1,2.20512E-06,,1
L8S1D2L4,2.20512E-06,,1
L2S1L3S2L3S1L1D1L2,2.20512E-06,,1
D2L5D6L5D2,2.20512E-06,,1
L1D2L7D1L1,2.20512E-06,,1
L4D1L2S2,2.20512E-06,,1
L6S2D3S1L1S1D1,2.20512E-06,,1
L1S1L3S1L6,2.20512E-06,,1
D1L1D2L1,2.20512E-06,,1
L1D1L1D1L1D1L1D2S1,2.20512E-06,,1
L1S1L4S1D2,2.20512E-06,,1
D2L3S1L3S1,2.20512E-06,,1
L4D1L3D2L3,2.20512E-06,,1
L7D2L3S1D1,2.20512E-06,,1
L5S1L7S1L3,2.20512E-06,,1
L2D1L2S1L2,2.20512E-06,,1
L2D1L2D2L1S1,2.20512E-06,,1
S1L2S1L7,2.20512E-06,,1
L1S1D10,2.20512E-06,,1
D2L3D1L4,2.20512E-06,,1
L5S1D4S2,2.20512E-06,,1
S1L3S2D1S1D2S1D3L1,2.20512E-06,,1
L3D1L1D1L3D2L1,2.20512E-06,,1
L4D2L3S1L1D1L1,2.20512E-06,,1
L7D1L4D1L1D1,2.20512E-06,,1
D1L11D1L4D3,2.20512E-06,,1
D9S4,2.20512E-06,,1
L5D4L8,2.20512E-06,,1
L3D1S1D2S1,2.20512E-06,,1
L1D2L1D3L2D1,2.20512E-06,,1
D1L1D1L1D1L2D1L1D1L2,2.20512E-06,,1
L5D2L4D3,2.20512E-06,,1
L2D1L7D1L3,2.20512E-06,,1
L2D1L5D1L5,2.20512E-06,,1
D3L4D3L1,2.20512E-06,,1
L1D2L1D3L1D2L1,2.20512E-06,,1
L1D1S3D1S1,2.20512E-06,,1
L2D3L1D4L1D1,2.20512E-06,,1
L1D1L6D1L2D2,2.20512E-06,,1
D3L3D1L4,2.20512E-06,,1
S1L5S1D2,2.20512E-06,,1
L6D1L3D1L3D1L1,2.20512E-06,,1
L9D4S2,2.20512E-06,,1
L1S2L4S1,2.20512E-06,,1
D2S1L3S1D3,2.20512E-06,,1
L3D1S1L15,2.20512E-06,,1
L5S2D3S1D2,2.20512E-06,,1
L8D5S1L5S1,2.20512E-06,,1
L4D2S1D4,2.20512E-06,,1
L17D4,2.20512E-06,,1
L2S1L2S1L3,2.20512E-06,,1
L2D1L1D2L2D1L1,2.20512E-06,,1
L7D2L7S1L3,2.20512E-06,,1
L4S1L3S1L4D1,2.20512E-06,,1
D1L2S1L1D1S1L1,2.20512E-06,,1
D2L4D2L1,2.20512E-06,,1
L5S1D10,2.20512E-06,,1
S2D2L5D3S2,2.20512E-06,,1
L7D1L9,2.20512E-06,,1
D2L3D3L1,2.20512E-06,,1
L1S1L3S1L1D3L1,2.20512E-06,,1
L3D2L3D2L3D2,2.20512E-06,,1
S1L4S1L9D1S2D3S1,2.20512E-06,,1
L7S1L4D4,2.20512E-06,,1
L1D3L1D1L1D1L1,2.20512E-06,,1
D2L2D1L1S2,2.20512E-06,,1
D2S1D1L6D1L1S1D2,2.20512E-06,,1
L1S2D3S1L9,2.20512E-06,,1
D1L4D1L1D1L5D1,2.20512E-06,,1
L3D1L7D2,2.20512E-06,,1
L5S1L2S1L6,2.20512E-06,,1
L2D1L1S1L2S2,2.20512E-06,,1
L12D1L5,2.20512E-06,,1
D6L5D4L1,2.20512E-06,,1
L1D7L1D1,2.20512E-06,,1
S1L2S1D1L8,2.20512E-06,,1
S1L14S1,2.20512E-06,,1
S1L1S1L3D3,2.20512E-06,,1
D5S1,2.20512E-06,,1
D2L2D4L3D1L3D3L2,2.20512E-06,,1
L3D2S1D1L1,2.20512E-06,,1
L1S1L1D4S1,2.20512E-06,,1
D1S2L3,2.20512E-06,,1
S1L1D1L3D2,2.20512E-06,,1
S1L5S1L4S1D5S1,2.20512E-06,,1
D1L2S1L5,2.20512E-06,,1
L4S1D2L5,2.20512E-06,,1
L4S1L15,2.20512E-06,,1
L1D1L1D1L1D1L1D1L1D1L1D1L1,2.20512E-06,,1
D1S1D1L1S1L1,2.20512E-06,,1
L11S2,2.20512E-06,,1
S2L9S2,2.20512E-06,,1
L5D2L8,2.20512E-06,,1
L3D4L2D2,2.20512E-06,,1
L2D1L3D1S1,2.20512E-06,,1
L1D1L3D1L3D2,2.20512E-06,,1
S1L1D1L3D1L1D1,2.20512E-06,,1
L1D2L1D1L3D2L2D1L1,2.20512E-06,,1
S1D11S1,2.20512E-06,,1
L3S1L4S1L2,2.20512E-06,,1
L7D4L7,2.20512E-06,,1
D3S1L9S1L3S1,2.20512E-06,,1
L1S1L1S1L1S1L1S1L1S1L1,2.20512E-06,,1
L4S1L1D5,2.20512E-06,,1
L5S1L9,2.20512E-06,,1
L3S3L3,2.20512E-06,,1
L3S2D2,2.20512E-06,,1
L7D1L4S1L3S1L4,2.20512E-06,,1
L4D2S2L3,2.20512E-06,,1
D3S1D3L1,2.20512E-06,,1
L1D1S1L4D1S1,2.20512E-06,,1
L2D2L1D1L1D1L2,2.20512E-06,,1
L5S2D3S1L4,2.20512E-06,,1
L7D1L6D1L5,2.20512E-06,,1
S2D4L4,2.20512E-06,,1
D1L6D1L1D2L2,2.20512E-06,,1
D2L2D1L4D2,2.20512E-06,,1
D4L1S1L2D1,2.20512E-06,,1
L3S2D2L2,2.20512E-06,,1
L1D1L3S1L3D1,2.20512E-06,,1
L2D1L2D1L1D2L1D1L1,2.20512E-06,,1
D4L1D1L8,2.20512E-06,,1
L2D1L1D1L2D1L4,2.20512E-06,,1
S1L2S1L4D1,2.20512E-06,,1
L1D3L10,2.20512E-06,,1
L3S1L3S1L6,2.20512E-06,,1
L2D1S2L9D1L1D2L1,2.20512E-06,,1
D6S1L2S1L5S1L1S1D1L1,2.20512E-06,,1
L1S3L6D1L1,2.20512E-06,,1
L1D2L1S1L1D1L1D2,2.20512E-06,,1
L3D1L3D2L3D2,2.20512E-06,,1
L2S1L2S1L3S1,2.20512E-06,,1
S1L10S1D2,2.20512E-06,,1
L13S1L5,2.20512E-06,,1
D1L1S1L3S1L6,2.20512E-06,,1
D2L1D1L7,2.20512E-06,,1
S1L3S1L4D3,2.20512E-06,,1
L9D2L4D1,2.20512E-06,,1
L3S1L2S1D1L4,2.20512E-06,,1
L2D2L2S2L3,2.20512E-06,,1
L4S1L2S1L2,2.20512E-06,,1
L5S1L6S1L1S1L1,2.20512E-06,,1
L6D2S1L6,2.20512E-06,,1
D1S1D3,2.20512E-06,,1
L1D2L1D1S1,2.20512E-06,,1
D1S1L1D1L2D1,2.20512E-06,,1
L12D4S1,2.20512E-06,,1
D3S2D2,2.20512E-06,,1
L1D1L1D1L1D2L1D1,2.20512E-06,,1
L1S1D2L2D2L1,2.20512E-06,,1
S2D2S2,2.20512E-06,,1
L1D2L2D2L3D1L1D1L3,2.20512E-06,,1
L2S1L4S2,2.20512E-06,,1
L1S1L2D1S1D1,2.20512E-06,,1
L6S1L3D1,2.20512E-06,,1
L4D1L5D1L6,2.20512E-06,,1
L1S2L2S1L2D3S1,2.20512E-06,,1
S1L3S1L4D2L3,2.20512E-06,,1
L1D1L1S1L3,2.20512E-06,,1
S1L5D1L3D1L3D1L2,2.20512E-06,,1
D1L3D1L3D1L4,2.20512E-06,,1
L1D2L4D2L2,2.20512E-06,,1
L1D1L1D1L2D1L2D1L1,2.20512E-06,,1
S2L7D2S2,2.20512E-06,,1
L1D1L2S1L1S1,2.20512E-06,,1
L2S1L1S1L1D1L1,2.20512E-06,,1
L1D2L1D2L2D2,2.20512E-06,,1
D3L5D2L4,2.20512E-06,,1
D1L1D1S1L3D3L2,2.20512E-06,,1
L3D4L8,2.20512E-06,,1
L5S1L2S1D1S2,2.20512E-06,,1
L2D1S1L1D1L1,2.20512E-06,,1
L3D1S1L1S1L1,2.20512E-06,,1
L1D1L1D1L4S1,2.20512E-06,,1
L1D3S3,2.20512E-06,,1
D4S1L6,2.20512E-06,,1
L1D1L3D2L1D2,2.20512E-06,,1
L6S1L3S1D3,2.20512E-06,,1
L9S1L7D3,2.20512E-06,,1
S2L2D2L1,2.20512E-06,,1
L10D1L1D1L1D1,2.20512E-06,,1
L4D4L2D1,2.20512E-06,,1
L1S1L1S1L2,2.20512E-06,,1
L8D2L9D1,2.20512E-06,,1
L9S1L9,2.20512E-06,,1
L13D1L1D1,2.20512E-06,,1
L6D1L4S1L3S1D4,2.20512E-06,,1
L1D1L1D2L4D1L3,2.20512E-06,,1
D3L2D1L1D2,2.20512E-06,,1
D9L2D2,2.20512E-06,,1
L4S2D3S1L5,2.20512E-06,,1
L1S1L6D4,2.20512E-06,,1
L3D4L3S1D1,2.20512E-06,,1
D1L2D4L2,2.20512E-06,,1
D1L5D2L4D2,2.20512E-06,,1
D1L1D2,2.20512E-06,,1
L1D1L2D1L3D2L2,2.20512E-06,,1
S1L1D4,2.20512E-06,,1
L6D2L3S1,2.20512E-06,,1
L1D1L2S1D1L1D1,2.20512E-06,,1
L2D1L3S1L1D1L2,2.20512E-06,,1
L3D2L3D2S1D4,2.20512E-06,,1
L3D2L1D2L2D1L1D1,2.20512E-06,,1
L5D1S1L2D1,2.20512E-06,,1
D1L1D1L1D1L1D2L2,2.20512E-06,,1
S3L5D6,2.20512E-06,,1
L1D1L2D1L1D1L3D1L3D2,2.20512E-06,,1
L3D1L3S1L1D1L1,2.20512E-06,,1
L6S2D3S1L3,2.20512E-06,,1
L1D1L12,2.20512E-06,,1
L11S1D2,2.20512E-06,,1
L4D2L5D2L3,2.20512E-06,,1
L5S1L5D1L2S1L3D1L1,2.20512E-06,,1
L4S1L11,2.20512E-06,,1
L3D3L5D3,2.20512E-06,,1
S1L2S1L6D3,2.20512E-06,,1
L5S1L3S1L5S1,2.20512E-06,,1
L6S1L3S1D1L4,2.20512E-06,,1
D4L1S1L1D1,2.20512E-06,,1
L1D1L1D1L1D1L2D1L5,2.20512E-06,,1
L2D1L2D2L1S1L3S1,2.20512E-06,,1
L11D2L1,2.20512E-06,,1
L9S3L3S1,2.20512E-06,,1
L2D3L12,2.20512E-06,,1
L2S1D3S1L3,2.20512E-06,,1
D2L1D1L1D2L1D1,2.20512E-06,,1
D6L14,2.20512E-06,,1
L3D1L3D1L2D1L1,2.20512E-06,,1
L3D2L2D2L3D2,2.20512E-06,,1
L4S1L1D1,2.20512E-06,,1
L2S2D1L1S1L3S1L1S1L3S1L1D1,2.20512E-06,,1
L2S2L3,2.20512E-06,,1
L4D2L5D2,2.20512E-06,,1
L2D2L12,2.20512E-06,,1
L3D3L3D1L4S1,2.20512E-06,,1
L1S2D3S1L8S1,2.20512E-06,,1
L1D1L1D1L6D2L1,2.20512E-06,,1
D2L10D3,2.20512E-06,,1
L1D1L2D1L2D2L1D1L2D1L1,2.20512E-06,,1
S5,2.20512E-06,,1
L1D1L2D1L2D2L2,2.20512E-06,,1
L3D1L3D6,2.20512E-06,,1
L3S1L2S1L2,2.20512E-06,,1
L13S1L3,2.20512E-06,,1
L1D4S1L3S1L1,2.20512E-06,,1
L1D1L3D1L1D1L1D1L1,2.20512E-06,,1
L1D1L3D1L4D1L9,2.20512E-06,,1
L1D1L2D2L7,2.20512E-06,,1
S1L1D1L6,2.20512E-06,,1
L2D1L2D1L3D2,2.20512E-06,,1
S1L5D1L5S1,2.20512E-06,,1
L1S1L5S1,2.20512E-06,,1
L4S1L5D3,2.20512E-06,,1
D1L2D1L7D1L4,2.20512E-06,,1
L1D1L1D3L3,2.20512E-06,,1
S2L3S1L1D1L1D1L2,2.20512E-06,,1
L1S1L1S1L9D1,2.20512E-06,,1
D2L1D1L5D2,2.20512E-06,,1
D2S1L1D2L2,2.20512E-06,,1
L1S1L1D1L2,2.20512E-06,,1
L2D1L1S1L2S1,2.20512E-06,,1
L4D2L6D2,2.20512E-06,,1
L2S1D2L1,2.20512E-06,,1
L3D7S1,2.20512E-06,,1
L2D2L3D1L2D5,2.20512E-06,,1
L1D4L1D5,2.20512E-06,,1
L2S1L4D1L3D1L1D1,2.20512E-06,,1
D2L6S1D1L6,2.20512E-06,,1
L3S1L1D1L3,2.20512E-06,,1
S1L2S1D1L6,2.20512E-06,,1
L6D2L1D1L8D2,2.20512E-06,,1
L5S2D3S1L4D1,2.20512E-06,,1
L7D1L4D1,2.20512E-06,,1
L4D6L6,2.20512E-06,,1
L2S1L1D2L3,2.20512E-06,,1
D3L2D2L2,2.20512E-06,,1
L4D1L3S1L1D1L2D1,2.20512E-06,,1
L7S1D1L1,2.20512E-06,,1
D3L2D1L1,2.20512E-06,,1
L7D1S4,2.20512E-06,,1
L8S1D2S1L5S1L2,2.20512E-06,,1
L7S2L5,2.20512E-06,,1
S2D5L1,2.20512E-06,,1
D1L2D3L1D1L1D1,2.20512E-06,,1
S3L6,2.20512E-06,,1
L4D1L2S1L1S1L2,2.20512E-06,,1
L4D1L7D1,2.20512E-06,,1
L3D3L1S1,2.20512E-06,,1
L4S1L3S2L3S1,2.20512E-06,,1
L5D4S1D4,2.20512E-06,,1
D7L1D1L1,2.20512E-06,,1
S1L1D1L1D1L5D1L1D1,2.20512E-06,,1
D1L2D1L3D1L3,2.20512E-06,,1
